set_stride_bytes,ways,timed_samples,dependent_accesses_per_sample,total_dependent_accesses,mean_tsc_ticks_per_access,median_tsc_ticks_per_access,stddev,q1,q3,p5,p95,min,max,outliers,seed,raw_file
32768,1,1000000,128,128000000,2.843481945,2.843750000,0.479598040,2.828125000,2.843750000,2.812500000,2.859375000,2.773437500,130.015625000,19729,12345,elevation_l2_assoc_setstride32768_ways1_raw.csv
32768,2,1000000,128,128000000,2.829569680,2.820312500,0.485193907,2.812500000,2.835937500,2.796875000,2.859375000,2.765625000,118.148437500,3961,12345,elevation_l2_assoc_setstride32768_ways2_raw.csv
32768,3,1000000,128,128000000,2.826216000,2.820312500,0.445545432,2.812500000,2.828125000,2.804687500,2.843750000,2.718750000,105.070312500,3455,12345,elevation_l2_assoc_setstride32768_ways3_raw.csv
32768,4,1000000,128,128000000,2.820230297,2.812500000,0.444377672,2.804687500,2.820312500,2.796875000,2.835937500,2.773437500,113.625000000,7310,12345,elevation_l2_assoc_setstride32768_ways4_raw.csv
32768,5,1000000,128,128000000,2.883385641,2.859375000,0.554049633,2.828125000,2.921875000,2.812500000,2.953125000,2.773437500,335.437500000,3679,12345,elevation_l2_assoc_setstride32768_ways5_raw.csv
32768,6,1000000,128,128000000,2.849919547,2.820312500,0.534569636,2.812500000,2.851562500,2.796875000,2.937500000,2.773437500,297.578125000,117162,12345,elevation_l2_assoc_setstride32768_ways6_raw.csv
32768,7,1000000,128,128000000,2.877868352,2.859375000,0.433507075,2.820312500,2.906250000,2.804687500,3.015625000,2.773437500,98.218750000,34637,12345,elevation_l2_assoc_setstride32768_ways7_raw.csv
32768,8,1000000,128,128000000,2.907105508,2.867187500,0.593452260,2.859375000,2.875000000,2.843750000,3.000000000,2.812500000,269.695312500,98262,12345,elevation_l2_assoc_setstride32768_ways8_raw.csv
32768,9,1000000,128,128000000,4.176041672,4.171875000,0.541836821,4.156250000,4.179687500,4.140625000,4.195312500,4.031250000,151.632812500,17718,12345,elevation_l2_assoc_setstride32768_ways9_raw.csv
32768,10,1000000,128,128000000,18.100581867,20.109375000,2.869508578,15.632812500,20.156250000,15.593750000,20.187500000,5.156250000,368.968750000,12540,12345,elevation_l2_assoc_setstride32768_ways10_raw.csv
32768,11,1000000,128,128000000,15.650748570,15.625000000,1.032466884,15.601562500,15.648437500,15.585937500,15.664062500,9.859375000,417.015625000,2581,12345,elevation_l2_assoc_setstride32768_ways11_raw.csv
32768,12,1000000,128,128000000,15.651658352,15.625000000,1.140827166,15.601562500,15.648437500,15.585937500,15.664062500,10.359375000,562.164062500,2842,12345,elevation_l2_assoc_setstride32768_ways12_raw.csv
32768,13,1000000,128,128000000,15.651192625,15.625000000,0.973424731,15.601562500,15.648437500,15.585937500,15.664062500,10.078125000,239.382812500,2998,12345,elevation_l2_assoc_setstride32768_ways13_raw.csv
32768,14,1000000,128,128000000,15.652059469,15.625000000,1.293094492,15.601562500,15.648437500,15.585937500,15.664062500,11.062500000,866.851562500,2677,12345,elevation_l2_assoc_setstride32768_ways14_raw.csv
32768,15,1000000,128,128000000,14.241635484,14.351562500,1.065685903,14.296875000,14.414062500,13.125000000,14.445312500,11.390625000,245.460937500,130990,12345,elevation_l2_assoc_setstride32768_ways15_raw.csv
32768,16,1000000,128,128000000,15.652025063,15.625000000,1.004364244,15.601562500,15.648437500,15.585937500,15.664062500,11.578125000,266.203125000,2951,12345,elevation_l2_assoc_setstride32768_ways16_raw.csv
32768,17,1000000,128,128000000,15.652008344,15.625000000,0.952719137,15.601562500,15.648437500,15.585937500,15.664062500,12.085937500,154.562500000,2929,12345,elevation_l2_assoc_setstride32768_ways17_raw.csv
32768,18,1000000,128,128000000,15.653054539,15.625000000,1.060735831,15.601562500,15.648437500,15.585937500,15.664062500,12.070312500,277.343750000,2779,12345,elevation_l2_assoc_setstride32768_ways18_raw.csv
32768,19,1000000,128,128000000,15.652578656,15.625000000,1.035482888,15.601562500,15.648437500,15.585937500,15.664062500,11.664062500,362.929687500,2653,12345,elevation_l2_assoc_setstride32768_ways19_raw.csv
32768,20,1000000,128,128000000,15.651888633,15.625000000,1.011498546,15.601562500,15.648437500,15.585937500,15.664062500,12.570312500,273.804687500,2739,12345,elevation_l2_assoc_setstride32768_ways20_raw.csv
32768,21,1000000,128,128000000,15.652906047,15.625000000,1.074421474,15.601562500,15.648437500,15.585937500,15.664062500,12.601562500,403.742187500,2620,12345,elevation_l2_assoc_setstride32768_ways21_raw.csv
32768,22,1000000,128,128000000,15.652615000,15.625000000,0.977694546,15.601562500,15.648437500,15.585937500,15.664062500,12.882812500,173.687500000,2703,12345,elevation_l2_assoc_setstride32768_ways22_raw.csv
32768,23,1000000,128,128000000,15.652549859,15.625000000,1.010405080,15.601562500,15.648437500,15.585937500,15.664062500,12.953125000,219.539062500,2463,12345,elevation_l2_assoc_setstride32768_ways23_raw.csv
32768,24,1000000,128,128000000,16.449224273,15.632812500,2.036395914,15.609375000,15.664062500,15.585937500,20.171875000,13.078125000,354.125000000,178045,12345,elevation_l2_assoc_setstride32768_ways24_raw.csv
