stride_bytes,requested_footprint_bytes,actual_footprint_bytes,nodes,timed_samples,dependent_accesses_per_sample,total_dependent_accesses,mean_tsc_ticks_per_access,median_tsc_ticks_per_access,stddev,q1,q3,p5,p95,min,max,outliers,seed,raw_file
16,32768,32768,2048,1000000,128,128000000,3.430960695,3.335937500,0.791810016,3.203125000,3.507812500,3.078125000,4.000000000,2.789062500,248.367187500,59121,12345,elevation_line_dense1_s16_f32768_stride16_footprint32768_raw.csv
