stride_bytes,requested_footprint_bytes,actual_footprint_bytes,nodes,timed_samples,dependent_accesses_per_sample,total_dependent_accesses,mean_tsc_ticks_per_access,median_tsc_ticks_per_access,stddev,q1,q3,p5,p95,min,max,outliers,seed,raw_file
56,4096,4088,73,1000000,64,64000000,19.579597734,6.328125000,2292.610244768,6.296875000,6.359375000,6.203125000,6.390625000,6.109375000,609739.531250000,23767,12345,line_dense_knee1_stride56_footprint4088_raw.csv
56,8192,8176,146,1000000,64,64000000,18.962897984,6.328125000,2208.269220099,6.296875000,6.359375000,6.203125000,6.390625000,6.109375000,516041.781250000,27324,12345,line_dense_knee1_stride56_footprint8176_raw.csv
56,16384,16352,292,1000000,64,64000000,19.219368672,6.343750000,2251.864480092,6.328125000,6.359375000,6.296875000,6.406250000,6.109375000,609961.640625000,79192,12345,line_dense_knee1_stride56_footprint16352_raw.csv
56,32768,32760,585,1000000,64,64000000,21.148316344,6.734375000,2378.460162338,6.609375000,6.875000000,6.453125000,7.093750000,6.109375000,609773.000000000,13646,12345,line_dense_knee1_stride56_footprint32760_raw.csv
56,65536,65520,1170,1000000,64,64000000,31.769516094,10.250000000,2922.268859060,10.109375000,10.406250000,9.828125000,10.718750000,9.484375000,609900.234375000,27845,12345,line_dense_knee1_stride56_footprint65520_raw.csv
60,4096,4080,68,1000000,64,64000000,19.590185422,6.609375000,2252.986102818,6.546875000,6.703125000,6.468750000,6.781250000,6.296875000,656634.671875000,7058,12345,line_dense_knee1_stride60_footprint4080_raw.csv
60,8192,8160,136,1000000,64,64000000,19.545242422,6.640625000,2270.032800532,6.515625000,6.718750000,6.390625000,6.828125000,6.187500000,609830.015625000,6820,12345,line_dense_knee1_stride60_footprint8160_raw.csv
60,16384,16380,273,1000000,64,64000000,19.534456969,6.593750000,2258.650672335,6.515625000,6.671875000,6.390625000,6.765625000,6.187500000,516018.500000000,15084,12345,line_dense_knee1_stride60_footprint16380_raw.csv
60,32768,32760,546,1000000,64,64000000,21.858889719,7.015625000,2472.350549903,6.859375000,7.187500000,6.656250000,7.468750000,6.218750000,609893.343750000,10425,12345,line_dense_knee1_stride60_footprint32760_raw.csv
60,65536,65520,1092,1000000,64,64000000,33.377966156,10.921875000,2994.951575196,10.781250000,11.093750000,10.593750000,11.359375000,10.234375000,609786.765625000,5571,12345,line_dense_knee1_stride60_footprint65520_raw.csv
64,4096,4096,64,1000000,64,64000000,17.450137156,6.343750000,2140.749524728,6.328125000,6.359375000,6.296875000,6.390625000,6.109375000,609801.703125000,58566,12345,line_dense_knee1_stride64_footprint4096_raw.csv
64,8192,8192,128,1000000,64,64000000,19.527226188,6.343750000,2299.960010721,6.328125000,6.359375000,6.296875000,6.406250000,6.109375000,515984.531250000,65450,12345,line_dense_knee1_stride64_footprint8192_raw.csv
64,16384,16384,256,1000000,64,64000000,19.454273609,6.343750000,2238.303449038,6.328125000,6.359375000,6.296875000,6.406250000,6.109375000,469221.953125000,76192,12345,line_dense_knee1_stride64_footprint16384_raw.csv
64,32768,32768,512,1000000,64,64000000,21.279296594,6.765625000,2367.775375326,6.640625000,6.859375000,6.484375000,7.000000000,6.203125000,516023.812500000,10338,12345,line_dense_knee1_stride64_footprint32768_raw.csv
64,65536,65536,1024,1000000,64,64000000,33.236164828,10.796875000,2964.990943000,10.734375000,10.843750000,10.656250000,10.968750000,10.437500000,609836.593750000,37381,12345,line_dense_knee1_stride64_footprint65536_raw.csv
68,4096,4080,60,1000000,64,64000000,19.125500094,6.671875000,2081.777009182,6.578125000,6.750000000,6.468750000,7.281250000,6.281250000,470047.078125000,105764,12345,line_dense_knee1_stride68_footprint4080_raw.csv
68,8192,8160,120,1000000,64,64000000,18.480460578,6.656250000,1995.858269053,6.562500000,6.750000000,6.421875000,6.906250000,6.265625000,515979.078125000,32339,12345,line_dense_knee1_stride68_footprint8160_raw.csv
68,16384,16320,240,1000000,64,64000000,18.903433359,6.625000000,2164.295535728,6.546875000,6.718750000,6.421875000,6.859375000,6.250000000,516008.125000000,12898,12345,line_dense_knee1_stride68_footprint16320_raw.csv
68,32768,32708,481,1000000,64,64000000,20.313014922,6.984375000,2249.258482425,6.859375000,7.125000000,6.687500000,7.328125000,6.203125000,516017.421875000,12264,12345,line_dense_knee1_stride68_footprint32708_raw.csv
68,65536,65484,963,1000000,64,64000000,33.731034500,11.328125000,2929.175672744,11.171875000,11.437500000,10.843750000,11.593750000,10.500000000,515988.593750000,31529,12345,line_dense_knee1_stride68_footprint65484_raw.csv
72,4096,4032,56,1000000,64,64000000,19.412383453,6.343750000,2237.869688735,6.328125000,6.359375000,6.296875000,6.406250000,6.078125000,469602.750000000,62450,12345,line_dense_knee1_stride72_footprint4032_raw.csv
72,8192,8136,113,1000000,64,64000000,18.431109922,6.343750000,2191.674116060,6.328125000,6.359375000,6.296875000,6.406250000,6.109375000,515871.906250000,82427,12345,line_dense_knee1_stride72_footprint8136_raw.csv
72,16384,16344,227,1000000,64,64000000,20.402761984,6.453125000,2341.527621139,6.359375000,6.500000000,6.312500000,6.546875000,6.109375000,609844.828125000,15432,12345,line_dense_knee1_stride72_footprint16344_raw.csv
72,32768,32760,455,1000000,64,64000000,20.433643219,6.625000000,2305.588492207,6.515625000,6.734375000,6.390625000,6.890625000,6.109375000,469233.171875000,9762,12345,line_dense_knee1_stride72_footprint32760_raw.csv
72,65536,65520,910,1000000,64,64000000,32.896195547,10.796875000,2927.373828099,10.734375000,10.843750000,10.640625000,10.953125000,10.390625000,609863.593750000,24585,12345,line_dense_knee1_stride72_footprint65520_raw.csv
