stride_bytes,requested_footprint_bytes,actual_footprint_bytes,nodes,timed_samples,dependent_accesses_per_sample,total_dependent_accesses,mean_tsc_ticks_per_access,median_tsc_ticks_per_access,stddev,q1,q3,p5,p95,min,max,outliers,seed,raw_file
58,1048576,1048524,18078,1000000,64,64000000,32.895111984,32.796875000,7.584058236,32.093750000,33.484375000,31.062500000,34.468750000,27.828125000,1201.156250000,7336,12345,line_dense_knee3_stride58_footprint1048524_raw.csv
58,2097152,2097106,36157,1000000,64,64000000,34.989740031,34.843750000,8.214061587,34.296875000,35.406250000,33.390625000,36.218750000,30.750000000,1165.984375000,17611,12345,line_dense_knee3_stride58_footprint2097106_raw.csv
58,4194304,4194270,72315,1000000,64,64000000,43.964448609,42.703125000,10.775129798,39.875000000,46.218750000,36.531250000,56.109375000,33.015625000,1236.359375000,52772,12345,line_dense_knee3_stride58_footprint4194270_raw.csv
58,8388608,8388598,144631,1000000,64,64000000,149.958148547,148.625000000,22.854929444,138.640625000,159.468750000,126.078125000,175.656250000,91.390625000,1341.203125000,8223,12345,line_dense_knee3_stride58_footprint8388598_raw.csv
58,16777216,16777196,289262,1000000,64,64000000,196.414104047,195.500000000,24.205541966,185.890625000,205.015625000,174.328125000,218.156250000,142.203125000,1405.015625000,7171,12345,line_dense_knee3_stride58_footprint16777196_raw.csv
60,1048576,1048560,17476,1000000,64,64000000,32.692183406,32.562500000,8.513557297,31.906250000,33.203125000,30.859375000,34.156250000,28.328125000,1205.984375000,13101,12345,line_dense_knee3_stride60_footprint1048560_raw.csv
60,2097152,2097120,34952,1000000,64,64000000,34.745482500,34.578125000,8.246427794,34.015625000,35.125000000,33.203125000,36.015625000,31.187500000,1231.109375000,18586,12345,line_dense_knee3_stride60_footprint2097120_raw.csv
60,4194304,4194300,69905,1000000,64,64000000,65.853085812,64.328125000,17.661957686,58.156250000,72.015625000,50.937500000,84.375000000,35.312500000,9896.828125000,10523,12345,line_dense_knee3_stride60_footprint4194300_raw.csv
60,8388608,8388600,139810,1000000,64,64000000,153.782701937,152.437500000,23.416302534,142.515625000,163.187500000,129.953125000,179.125000000,96.984375000,1405.359375000,7954,12345,line_dense_knee3_stride60_footprint8388600_raw.csv
60,16777216,16777200,279620,1000000,64,64000000,197.063575875,196.187500000,23.252922556,186.687500000,205.531250000,175.343750000,218.468750000,147.109375000,1627.468750000,7249,12345,line_dense_knee3_stride60_footprint16777200_raw.csv
64,1048576,1048576,16384,1000000,64,64000000,32.246715938,32.109375000,8.189688229,31.468750000,32.796875000,30.468750000,33.671875000,28.343750000,1194.671875000,8615,12345,line_dense_knee3_stride64_footprint1048576_raw.csv
64,2097152,2097152,32768,1000000,64,64000000,34.163612578,34.078125000,4.472751205,33.562500000,34.593750000,32.828125000,35.343750000,30.984375000,1150.109375000,14665,12345,line_dense_knee3_stride64_footprint2097152_raw.csv
64,4194304,4194304,65536,1000000,64,64000000,45.856624156,44.359375000,12.125415021,41.015625000,48.796875000,37.078125000,59.625000000,32.578125000,1252.531250000,43415,12345,line_dense_knee3_stride64_footprint4194304_raw.csv
64,8388608,8388608,131072,1000000,64,64000000,169.898514437,167.218750000,38.417319854,156.531250000,178.812500000,143.375000000,197.015625000,112.671875000,1680.406250000,14146,12345,line_dense_knee3_stride64_footprint8388608_raw.csv
64,16777216,16777216,262144,1000000,64,64000000,203.011546422,201.203125000,32.781503888,191.718750000,210.656250000,180.484375000,224.390625000,154.828125000,1617.687500000,14835,12345,line_dense_knee3_stride64_footprint16777216_raw.csv
68,1048576,1048560,15420,1000000,64,64000000,32.997509734,32.906250000,8.492527595,32.265625000,33.484375000,31.218750000,34.328125000,28.531250000,1202.750000000,14013,12345,line_dense_knee3_stride68_footprint1048560_raw.csv
68,2097152,2097120,30840,1000000,64,64000000,34.978266531,34.718750000,13.282364259,34.187500000,35.281250000,33.390625000,36.281250000,31.031250000,6628.906250000,31933,12345,line_dense_knee3_stride68_footprint2097120_raw.csv
68,4194304,4194240,61680,1000000,64,64000000,42.844421516,41.296875000,12.554868939,38.546875000,44.921875000,35.656250000,54.718750000,32.453125000,1262.593750000,51758,12345,line_dense_knee3_stride68_footprint4194240_raw.csv
68,8388608,8388548,123361,1000000,64,64000000,161.648438406,161.218750000,27.668877504,150.906250000,172.031250000,136.531250000,187.859375000,51.078125000,1393.531250000,26398,12345,line_dense_knee3_stride68_footprint8388548_raw.csv
68,16777216,16777164,246723,1000000,64,64000000,201.614682625,200.671875000,25.218601974,191.359375000,209.718750000,180.406250000,222.125000000,150.609375000,1485.703125000,7264,12345,line_dense_knee3_stride68_footprint16777164_raw.csv
72,1048576,1048536,14563,1000000,64,64000000,32.414880641,32.265625000,9.726695290,31.625000000,32.890625000,30.656250000,33.765625000,27.750000000,1208.703125000,11247,12345,line_dense_knee3_stride72_footprint1048536_raw.csv
72,2097152,2097144,29127,1000000,64,64000000,34.214328313,34.078125000,8.228805368,33.578125000,34.562500000,32.812500000,35.312500000,30.296875000,1319.375000000,17729,12345,line_dense_knee3_stride72_footprint2097144_raw.csv
72,4194304,4194288,58254,1000000,64,64000000,40.850386141,39.515625000,13.341003994,37.140625000,42.406250000,34.625000000,51.562500000,32.000000000,1447.359375000,58850,12345,line_dense_knee3_stride72_footprint4194288_raw.csv
72,8388608,8388576,116508,1000000,64,64000000,162.194164766,160.937500000,23.229053388,151.125000000,171.406250000,139.046875000,186.671875000,101.500000000,1423.828125000,7262,12345,line_dense_knee3_stride72_footprint8388576_raw.csv
72,16777216,16777152,233016,1000000,64,64000000,204.028534266,201.234375000,45.888453569,191.687500000,210.843750000,180.296875000,225.156250000,153.218750000,12834.734375000,18139,12345,line_dense_knee3_stride72_footprint16777152_raw.csv
