"mode,param1,param2,param3,n_samples,elapsed_ns,cycles,instructions,cache_refs,cache_misses,l1d_loads,l1d_misses,ll_loads,ll_misses,raw_l2_1,raw_l2_2,any_group_multiplexed,cache_miss_rate,l1d_miss_rate,ll_miss_rate",mode,param1,param2,param3,n_samples,elapsed_ns,cycles,instructions,cache_refs,cache_misses,l1d_loads,l1d_misses,ll_loads,ll_misses,raw_l2_1,raw_l2_2,any_group_multiplexed,cache_miss_rate,l1d_miss_rate,ll_miss_rate
"capacity,8192,0,0,1000000,17701574.0,8364939,7000067,27,0,5000018,27,3,0,-1,-1,0,0.000000,0.000005,0.000000",capacity,8192,0,0,1000000,17701574,8364939,7000067,27,0,5000018,27,3,0,-1,-1,0,0,0.000005,0
"capacity,1048576,0,0,1000000,74834115.0,44924620,7000075,2302357,0,5000020,972864,759043,1,-1,-1,0,0.000000,0.194572,0.000001",capacity,1048576,0,0,1000000,74834115,44924620,7000075,2302357,0,5000020,972864,759043,1,-1,-1,0,0,0.194572,0.000001
"capacity,8388608,0,0,1000000,304276552.0,66289703,7000078,2969626,82169,5000025,1170141,996359,25974,-1,-1,0,0.027670,0.234027,0.026069",capacity,8388608,0,0,1000000,304276552,66289703,7000078,2969626,82169,5000025,1170141,996359,25974,-1,-1,0,0.02767,0.234027,0.026069
"stride,64,8192,0,1000000,19423722.0,8329746,7000065,20,0,5000018,19,3,0,-1,-1,0,0.000000,0.000004,0.000000",stride,64,8192,0,1000000,19423722,8329746,7000065,20,0,5000018,19,3,0,-1,-1,0,0,0.000004,0
"stride,64,1048576,0,1000000,58215467.0,48165267,7000073,2705854,13,5000024,1000731,884142,2,-1,-1,0,0.000005,0.200145,0.000002",stride,64,1048576,0,1000000,58215467,48165267,7000073,2705854,13,5000024,1000731,884142,2,-1,-1,0,0.000005,0.200145,0.000002
"stride,64,8388608,0,1000000,98362550.0,64978007,7000079,3041482,59658,5000025,1176157,1023287,29251,-1,-1,0,0.019615,0.235230,0.028585",stride,64,8388608,0,1000000,98362550,64978007,7000079,3041482,59658,5000025,1176157,1023287,29251,-1,-1,0,0.019615,0.23523,0.028585
"assoc,8,8192,64,1000000,44251673.0,8333412,7000071,29,0,5000020,53,3,0,-1,-1,0,0.000000,0.000011,0.000000",assoc,8,8192,64,1000000,44251673,8333412,7000071,29,0,5000020,53,3,0,-1,-1,0,0,0.000011,0
"assoc,8,1048576,64,1000000,30176704.0,17409760,7000069,27,0,5000018,52,1,0,-1,-1,0,0.000000,0.000010,0.000000",assoc,8,1048576,64,1000000,30176704,17409760,7000069,27,0,5000018,52,1,0,-1,-1,0,0,0.00001,0
"assoc,8,8388608,64,1000000,29090535.0,16988517,7000069,106,36,5000021,51,1,0,-1,-1,0,0.339623,0.000010,0.000000",assoc,8,8388608,64,1000000,29090535,16988517,7000069,106,36,5000021,51,1,0,-1,-1,0,0.339623,0.00001,0
