"mode,param1,param2,param3,n_samples,elapsed_ns,cycles,instructions,cache_refs,cache_misses,l1d_loads,l1d_misses,ll_loads,ll_misses,raw_l2_1,raw_l2_2,any_group_multiplexed,cache_miss_rate,l1d_miss_rate,ll_miss_rate",mode,param1,param2,param3,n_samples,elapsed_ns,cycles,instructions,cache_refs,cache_misses,l1d_loads,l1d_misses,ll_loads,ll_misses,raw_l2_1,raw_l2_2,any_group_multiplexed,cache_miss_rate,l1d_miss_rate,ll_miss_rate
"capacity,8192,0,0,1000000,18201852.0,8369870,7000068,66,0,5000017,35,0,0,-1,-1,0,0.000000,0.000007,-1.000000",capacity,8192,0,0,1000000,18201852,8369870,7000068,66,0,5000017,35,0,0,-1,-1,0,0,0.000007,-1
"capacity,524288,0,0,1000000,52505360.0,34206577,7000073,1577940,3,4999475,947057,524256,0,-1,-1,0,0.000002,0.189431,0.000000",capacity,524288,0,0,1000000,52505360,34206577,7000073,1577940,3,4999475,947057,524256,0,-1,-1,0,0.000002,0.189431,0
"capacity,8388688,0,0,1000000,417527769.0,81665140,7000083,2931511,310208,5000017,1170798,982277,101362,-1,-1,0,0.105818,0.234159,0.103191",capacity,8388688,0,0,1000000,417527769,81665140,7000083,2931511,310208,5000017,1170798,982277,101362,-1,-1,0,0.105818,0.234159,0.103191
"stride,64,8192,0,1000000,36258163.0,8332029,7000070,27,0,5000017,115,2,0,-1,-1,0,0.000000,0.000023,0.000000",stride,64,8192,0,1000000,36258163,8332029,7000070,27,0,5000017,115,2,0,-1,-1,0,0,0.000023,0
"stride,64,524288,0,1000000,51721805.0,40191268,7000076,2073886,15,4999440,1001315,725833,0,-1,-1,0,0.000007,0.200285,0.000000",stride,64,524288,0,1000000,51721805,40191268,7000076,2073886,15,4999440,1001315,725833,0,-1,-1,0,0.000007,0.200285,0
"stride,64,8388608,0,1000000,185144650.0,120668954,7000093,3010232,598535,4999321,1177114,1012243,263242,-1,-1,0,0.198834,0.235455,0.260058",stride,64,8388608,0,1000000,185144650,120668954,7000093,3010232,598535,4999321,1177114,1012243,263242,-1,-1,0,0.198834,0.235455,0.260058
"assoc,8,8192,64,1000000,24259019.0,8363352,7000069,12,0,5000017,25,2,0,-1,-1,0,0.000000,0.000005,0.000000",assoc,8,8192,64,1000000,24259019,8363352,7000069,12,0,5000017,25,2,0,-1,-1,0,0,0.000005,0
"assoc,16,524288,64,1000000,37851751.0,24211750,7000073,487,128,4996587,984127,26,0,-1,-1,0,0.262834,0.196960,0.000000",assoc,16,524288,64,1000000,37851751,24211750,7000073,487,128,4996587,984127,26,0,-1,-1,0,0.262834,0.19696,0
"assoc,16,8388608,64,1000000,42121030.0,24218624,7000072,723,234,5000017,1000014,7,0,-1,-1,0,0.323651,0.200002,0.000000",assoc,16,8388608,64,1000000,42121030,24218624,7000072,723,234,5000017,1000014,7,0,-1,-1,0,0.323651,0.200002,0
