stride_bytes,requested_footprint_bytes,actual_footprint_bytes,nodes,timed_samples,dependent_accesses_per_sample,total_dependent_accesses,mean_tsc_ticks_per_access,median_tsc_ticks_per_access,stddev,q1,q3,p5,p95,min,max,outliers,seed,raw_file
64,131072,131072,2048,1000000,64,64000000,11.686220922,11.453125000,11.022683226,11.421875000,11.500000000,11.359375000,11.750000000,11.109375000,1043.921875000,80840,12345,upgrade_line_l2_stride64_footprint131072_raw.csv
64,262144,262144,4096,1000000,64,64000000,17.475635656,16.828125000,10.983827219,16.078125000,17.687500000,15.093750000,22.796875000,12.531250000,1074.546875000,72403,12345,upgrade_line_l2_stride64_footprint262144_raw.csv
64,524288,524288,8192,1000000,64,64000000,28.849356000,28.562500000,13.885504378,27.687500000,29.437500000,26.515625000,30.515625000,22.828125000,1754.031250000,11063,12345,upgrade_line_l2_stride64_footprint524288_raw.csv
128,65536,65536,512,1000000,64,64000000,11.634379141,11.453125000,9.993705255,11.406250000,11.468750000,11.359375000,11.921875000,10.953125000,1043.984375000,85803,12345,upgrade_line_l2_stride128_footprint65536_raw.csv
128,131072,131072,1024,1000000,64,64000000,11.636952578,11.453125000,9.093777784,11.437500000,11.484375000,11.406250000,11.734375000,11.156250000,1252.234375000,141028,12345,upgrade_line_l2_stride128_footprint131072_raw.csv
128,262144,262144,2048,1000000,64,64000000,18.214875203,17.984375000,11.900146256,17.187500000,18.734375000,16.140625000,19.796875000,13.781250000,979.234375000,9136,12345,upgrade_line_l2_stride128_footprint262144_raw.csv
128,524288,524288,4096,1000000,64,64000000,32.841101563,32.390625000,16.298753892,31.859375000,32.953125000,31.171875000,33.750000000,29.000000000,1202.140625000,6195,12345,upgrade_line_l2_stride128_footprint524288_raw.csv
256,65536,65536,256,1000000,64,64000000,11.765542406,11.687500000,11.908502748,11.468750000,11.718750000,11.421875000,11.750000000,11.125000000,3301.046875000,8744,12345,upgrade_line_l2_stride256_footprint65536_raw.csv
256,131072,131072,512,1000000,64,64000000,11.721055734,11.484375000,9.467459188,11.437500000,11.703125000,11.375000000,11.796875000,11.078125000,867.531250000,10772,12345,upgrade_line_l2_stride256_footprint131072_raw.csv
256,262144,262144,1024,1000000,64,64000000,18.780989203,18.484375000,15.546856429,17.593750000,19.234375000,16.468750000,20.421875000,14.093750000,5726.875000000,8467,12345,upgrade_line_l2_stride256_footprint262144_raw.csv
256,524288,524288,2048,1000000,64,64000000,33.689482187,33.312500000,15.204572737,32.843750000,33.781250000,32.203125000,34.437500000,30.687500000,1341.937500000,7255,12345,upgrade_line_l2_stride256_footprint524288_raw.csv
512,65536,65536,128,1000000,64,64000000,11.676778234,11.453125000,11.548787862,11.437500000,11.468750000,11.406250000,11.515625000,11.046875000,1339.421875000,47000,12345,upgrade_line_l2_stride512_footprint65536_raw.csv
512,131072,131072,256,1000000,64,64000000,11.609291703,11.453125000,9.120884166,11.421875000,11.484375000,11.375000000,11.640625000,11.015625000,1332.140625000,66276,12345,upgrade_line_l2_stride512_footprint131072_raw.csv
512,262144,262144,512,1000000,64,64000000,18.816636688,18.609375000,10.772422299,17.968750000,19.265625000,17.156250000,20.125000000,15.312500000,1024.640625000,4410,12345,upgrade_line_l2_stride512_footprint262144_raw.csv
512,524288,524288,1024,1000000,64,64000000,34.094908828,33.531250000,18.582017658,33.031250000,34.031250000,32.421875000,34.812500000,31.109375000,1332.109375000,9079,12345,upgrade_line_l2_stride512_footprint524288_raw.csv
