mode,requested_bytes,actual_bytes,nodes,timed_samples,dependent_accesses_per_sample,total_dependent_accesses,mean_tsc_ticks_per_access,median_tsc_ticks_per_access,stddev,q1,q3,p5,p95,min,max,outliers,seed,raw_file
sequential,4194304,4194304,524288,1000000,64,64000000,7.688815156,7.265625000,8.782001130,7.171875000,7.343750000,7.031250000,9.828125000,6.640625000,5299.781250000,128970,12345,prefetch_4m_4194304_sequential_raw.csv
