stride_bytes,requested_footprint_bytes,actual_footprint_bytes,nodes,timed_samples,dependent_accesses_per_sample,total_dependent_accesses,mean_tsc_ticks_per_access,median_tsc_ticks_per_access,stddev,q1,q3,p5,p95,min,max,outliers,seed,raw_file
16,49152,49152,3072,1000000,128,128000000,6.314047609,6.156250000,2.240779449,6.031250000,6.312500000,5.875000000,6.781250000,5.531250000,890.484375000,52212,12345,artemisia_line_dense1_s16_f49152_stride16_footprint49152_raw.csv
