stride_bytes,requested_footprint_bytes,actual_footprint_bytes,nodes,timed_samples,dependent_accesses_per_sample,total_dependent_accesses,mean_tsc_ticks_per_access,median_tsc_ticks_per_access,stddev,q1,q3,p5,p95,min,max,outliers,seed,raw_file
64,36864,36864,576,1000000,128,128000000,9.984041437,11.062500000,2.192143803,8.062500000,11.625000000,7.500000000,12.000000000,6.187500000,536.062500000,537,12345,skylark_line_dense1_s64_f36864_stride64_footprint36864_raw.csv
