set_stride_bytes,ways,timed_samples,dependent_accesses_per_sample,total_dependent_accesses,mean_tsc_ticks_per_access,median_tsc_ticks_per_access,stddev,q1,q3,p5,p95,min,max,outliers,seed,raw_file
131072,1,1000000,128,128000000,5.688242625,5.625000000,1.589067009,5.625000000,5.625000000,5.437500000,6.937500000,5.250000000,967.312500000,198987,12345,skylark_l3_assoc_setstride131072_ways1_raw.csv
131072,2,1000000,128,128000000,5.688832125,5.625000000,0.816984405,5.625000000,5.625000000,5.437500000,6.937500000,5.062500000,172.500000000,201591,12345,skylark_l3_assoc_setstride131072_ways2_raw.csv
131072,3,1000000,128,128000000,5.680890375,5.625000000,0.790933073,5.625000000,5.625000000,5.437500000,6.937500000,4.875000000,208.312500000,198117,12345,skylark_l3_assoc_setstride131072_ways3_raw.csv
131072,4,1000000,128,128000000,5.713668187,5.625000000,0.816389305,5.625000000,5.625000000,5.437500000,6.937500000,4.875000000,81.187500000,216323,12345,skylark_l3_assoc_setstride131072_ways4_raw.csv
131072,5,1000000,128,128000000,5.665040250,5.625000000,0.773839743,5.625000000,5.625000000,5.437500000,5.625000000,5.062500000,83.437500000,187338,12345,skylark_l3_assoc_setstride131072_ways5_raw.csv
131072,6,1000000,128,128000000,5.673025500,5.625000000,0.842710538,5.625000000,5.625000000,5.437500000,5.625000000,4.687500000,259.125000000,191837,12345,skylark_l3_assoc_setstride131072_ways6_raw.csv
131072,7,1000000,128,128000000,5.687616750,5.625000000,0.798034528,5.625000000,5.625000000,5.437500000,6.937500000,4.687500000,114.750000000,204091,12345,skylark_l3_assoc_setstride131072_ways7_raw.csv
131072,8,1000000,128,128000000,5.694712500,5.625000000,0.865713512,5.625000000,5.625000000,5.437500000,6.750000000,4.875000000,103.687500000,208006,12345,skylark_l3_assoc_setstride131072_ways8_raw.csv
131072,9,1000000,128,128000000,18.694651688,18.750000000,1.942880670,18.562500000,18.750000000,18.000000000,19.125000000,8.625000000,205.875000000,112407,12345,skylark_l3_assoc_setstride131072_ways9_raw.csv
131072,10,1000000,128,128000000,16.916848125,16.687500000,1.900988157,15.937500000,17.625000000,15.000000000,19.500000000,12.937500000,239.812500000,28190,12345,skylark_l3_assoc_setstride131072_ways10_raw.csv
131072,11,1000000,128,128000000,21.611850187,21.375000000,2.623850467,20.062500000,22.875000000,18.375000000,25.312500000,15.937500000,272.250000000,11526,12345,skylark_l3_assoc_setstride131072_ways11_raw.csv
131072,12,1000000,128,128000000,29.718703875,29.437500000,2.307567698,29.250000000,29.625000000,28.500000000,33.750000000,25.125000000,241.312500000,125843,12345,skylark_l3_assoc_setstride131072_ways12_raw.csv
131072,13,1000000,128,128000000,29.391467812,28.875000000,2.551700689,28.687500000,29.437500000,28.500000000,33.750000000,27.750000000,1105.125000000,53194,12345,skylark_l3_assoc_setstride131072_ways13_raw.csv
131072,14,1000000,128,128000000,29.691055688,29.437500000,2.370838437,29.250000000,29.625000000,29.062500000,30.187500000,27.750000000,257.625000000,49296,12345,skylark_l3_assoc_setstride131072_ways14_raw.csv
131072,15,1000000,128,128000000,29.505890812,29.062500000,2.384872295,28.687500000,29.812500000,28.312500000,30.937500000,27.937500000,201.750000000,48850,12345,skylark_l3_assoc_setstride131072_ways15_raw.csv
131072,16,1000000,128,128000000,29.708061000,29.250000000,2.384507008,29.062500000,29.437500000,28.875000000,34.312500000,28.125000000,261.187500000,59710,12345,skylark_l3_assoc_setstride131072_ways16_raw.csv
131072,17,1000000,128,128000000,29.800912500,29.437500000,2.379505152,29.250000000,29.625000000,29.062500000,34.500000000,28.125000000,245.625000000,62324,12345,skylark_l3_assoc_setstride131072_ways17_raw.csv
131072,18,1000000,128,128000000,29.691293062,29.250000000,2.305160058,29.250000000,29.437500000,29.062500000,34.500000000,28.125000000,288.750000000,90956,12345,skylark_l3_assoc_setstride131072_ways18_raw.csv
131072,19,1000000,128,128000000,29.676987000,29.250000000,2.304897940,29.250000000,29.437500000,29.062500000,34.312500000,28.312500000,212.625000000,120799,12345,skylark_l3_assoc_setstride131072_ways19_raw.csv
131072,20,1000000,128,128000000,29.711064938,29.250000000,2.325013880,29.250000000,29.437500000,29.062500000,34.500000000,28.312500000,277.875000000,140065,12345,skylark_l3_assoc_setstride131072_ways20_raw.csv
131072,21,1000000,128,128000000,29.928849187,29.437500000,2.378516199,29.250000000,30.000000000,29.062500000,34.687500000,28.312500000,396.000000000,59863,12345,skylark_l3_assoc_setstride131072_ways21_raw.csv
131072,22,1000000,128,128000000,29.925419438,29.625000000,2.383831828,29.062500000,30.000000000,28.687500000,34.312500000,28.500000000,242.437500000,60352,12345,skylark_l3_assoc_setstride131072_ways22_raw.csv
131072,23,1000000,128,128000000,29.931248438,29.437500000,2.429426251,29.250000000,29.812500000,29.062500000,34.687500000,28.500000000,283.687500000,66470,12345,skylark_l3_assoc_setstride131072_ways23_raw.csv
131072,24,1000000,128,128000000,30.151540125,29.812500000,2.375416925,29.625000000,30.000000000,29.250000000,34.875000000,28.500000000,254.250000000,59864,12345,skylark_l3_assoc_setstride131072_ways24_raw.csv
131072,25,1000000,128,128000000,30.035924625,29.812500000,2.330633076,29.625000000,30.000000000,29.062500000,34.125000000,28.500000000,265.500000000,90094,12345,skylark_l3_assoc_setstride131072_ways25_raw.csv
131072,26,1000000,128,128000000,29.993995687,29.625000000,2.357431211,29.437500000,29.812500000,29.250000000,34.687500000,28.687500000,232.125000000,59906,12345,skylark_l3_assoc_setstride131072_ways26_raw.csv
131072,27,1000000,128,128000000,30.000086063,29.625000000,2.231948119,29.437500000,29.812500000,29.062500000,34.687500000,28.687500000,299.062500000,63572,12345,skylark_l3_assoc_setstride131072_ways27_raw.csv
131072,28,1000000,128,128000000,30.092443688,29.812500000,2.243700750,29.437500000,30.000000000,29.250000000,34.875000000,28.687500000,303.187500000,57188,12345,skylark_l3_assoc_setstride131072_ways28_raw.csv
131072,29,1000000,128,128000000,29.829147375,29.437500000,2.245179715,29.250000000,29.625000000,28.875000000,34.500000000,28.687500000,308.250000000,67472,12345,skylark_l3_assoc_setstride131072_ways29_raw.csv
131072,30,1000000,128,128000000,29.967345562,29.625000000,2.265832735,29.437500000,29.812500000,29.250000000,34.875000000,28.875000000,303.937500000,65596,12345,skylark_l3_assoc_setstride131072_ways30_raw.csv
131072,31,1000000,128,128000000,29.931663375,29.625000000,2.221583856,29.437500000,29.812500000,29.062500000,34.687500000,28.875000000,205.312500000,61214,12345,skylark_l3_assoc_setstride131072_ways31_raw.csv
131072,32,1000000,128,128000000,29.809079812,29.437500000,2.186278657,29.250000000,29.625000000,29.062500000,34.687500000,28.875000000,216.187500000,56443,12345,skylark_l3_assoc_setstride131072_ways32_raw.csv
