stride_bytes,requested_footprint_bytes,actual_footprint_bytes,nodes,timed_samples,dependent_accesses_per_sample,total_dependent_accesses,mean_tsc_ticks_per_access,median_tsc_ticks_per_access,stddev,q1,q3,p5,p95,min,max,outliers,seed,raw_file
40,49152,49120,1228,1000000,128,128000000,14.867493656,14.781250000,22.957448318,14.562500000,15.000000000,14.312500000,15.250000000,13.937500000,17908.812500000,5234,12345,sunbird_line_dense1_s40_f49152_stride40_footprint49120_raw.csv
