mode,param1,param2,param3,n_samples,elapsed_ns,cycles,instructions,cache_refs,cache_misses,l1d_loads,l1d_misses,ll_loads,ll_misses,raw_l2_1,raw_l2_2,any_group_multiplexed,cache_miss_rate,l1d_miss_rate,ll_miss_rate
capacity,16384,0,0,1000000,14531233.0,8368562,7000045,405,14,6000227,141,-1,-1,-1,-1,0,0.034568,0.000023,-1.000000
capacity,24576,0,0,1000000,7885802.0,8442446,7000046,4577,32,6000227,2352,-1,-1,-1,-1,0,0.006991,0.000392,-1.000000
capacity,32768,0,0,1000000,7983674.0,8495633,7000045,8413,0,6000326,9840,-1,-1,-1,-1,0,0.000000,0.001640,-1.000000
capacity,40960,0,0,1000000,10289831.0,10921339,7000046,363846,25,6000426,255544,-1,-1,-1,-1,0,0.000069,0.042588,-1.000000
capacity,49152,0,0,1000000,11374742.0,12063494,7000047,640317,15,6000427,380381,-1,-1,-1,-1,0,0.000023,0.063392,-1.000000
capacity,65536,0,0,1000000,12796461.0,13288896,7000047,998392,25,6000428,543874,-1,-1,-1,-1,0,0.000025,0.090639,-1.000000
capacity,81920,0,0,1000000,13423830.0,14014368,7000047,1228003,6,6000421,641667,-1,-1,-1,-1,0,0.000005,0.106937,-1.000000
