stride_bytes,requested_footprint_bytes,actual_footprint_bytes,nodes,timed_samples,dependent_accesses_per_sample,total_dependent_accesses,mean_tsc_ticks_per_access,median_tsc_ticks_per_access,stddev,q1,q3,p5,p95,min,max,outliers,seed,raw_file
56,65536,65520,1170,1000000,64,64000000,13.936015813,13.906250000,2.172668608,13.718750000,14.093750000,13.375000000,14.343750000,12.718750000,508.343750000,21101,12345,line_dense_knee2_stride56_footprint65520_raw.csv
56,131072,131040,2340,1000000,64,64000000,14.479496156,14.375000000,2.404873697,14.218750000,14.500000000,14.062500000,15.062500000,13.500000000,886.000000000,66011,12345,line_dense_knee2_stride56_footprint131040_raw.csv
56,262144,262136,4681,1000000,64,64000000,21.504993469,21.375000000,3.390371666,20.468750000,22.343750000,19.250000000,23.812500000,16.218750000,827.843750000,9876,12345,line_dense_knee2_stride56_footprint262136_raw.csv
56,524288,524272,9362,1000000,64,64000000,34.297424938,34.281250000,3.474116711,33.281250000,35.250000000,31.625000000,36.625000000,27.281250000,517.125000000,10785,12345,line_dense_knee2_stride56_footprint524272_raw.csv
60,65536,65520,1092,1000000,64,64000000,14.759494094,14.718750000,2.340257303,14.500000000,14.937500000,14.250000000,15.187500000,13.406250000,820.343750000,4065,12345,line_dense_knee2_stride60_footprint65520_raw.csv
60,131072,131040,2184,1000000,64,64000000,15.156031094,15.093750000,2.005406443,14.843750000,15.343750000,14.531250000,15.750000000,14.093750000,523.750000000,12870,12345,line_dense_knee2_stride60_footprint131040_raw.csv
60,262144,262140,4369,1000000,64,64000000,22.589281000,22.468750000,2.939771054,21.593750000,23.437500000,20.375000000,24.937500000,17.250000000,531.937500000,8946,12345,line_dense_knee2_stride60_footprint262140_raw.csv
60,524288,524280,8738,1000000,64,64000000,35.489792250,35.437500000,3.321145895,34.406250000,36.437500000,32.937500000,37.812500000,29.312500000,210.062500000,7214,12345,line_dense_knee2_stride60_footprint524280_raw.csv
64,65536,65536,1024,1000000,64,64000000,14.638182781,14.593750000,2.077268220,14.531250000,14.687500000,14.437500000,14.812500000,13.781250000,515.062500000,10332,12345,line_dense_knee2_stride64_footprint65536_raw.csv
64,131072,131072,2048,1000000,64,64000000,14.673755156,14.593750000,2.158909292,14.531250000,14.687500000,14.437500000,14.937500000,14.093750000,494.562500000,55407,12345,line_dense_knee2_stride64_footprint131072_raw.csv
64,262144,262144,4096,1000000,64,64000000,22.449442188,22.312500000,2.777524246,21.468750000,23.281250000,20.312500000,24.750000000,17.187500000,502.937500000,8338,12345,line_dense_knee2_stride64_footprint262144_raw.csv
64,524288,524288,8192,1000000,64,64000000,35.283849125,35.218750000,3.554725027,34.218750000,36.218750000,32.625000000,37.625000000,29.406250000,838.687500000,11154,12345,line_dense_knee2_stride64_footprint524288_raw.csv
68,65536,65484,963,1000000,64,64000000,15.333336406,15.343750000,2.046138785,15.125000000,15.531250000,14.593750000,15.781250000,14.062500000,519.625000000,31747,12345,line_dense_knee2_stride68_footprint65484_raw.csv
68,131072,131036,1927,1000000,64,64000000,15.392625250,15.343750000,1.997646867,15.093750000,15.562500000,14.718750000,16.031250000,14.312500000,392.375000000,28333,12345,line_dense_knee2_stride68_footprint131036_raw.csv
68,262144,262140,3855,1000000,64,64000000,23.263454656,23.187500000,3.150080937,22.281250000,24.125000000,20.968750000,25.500000000,17.281250000,831.406250000,10368,12345,line_dense_knee2_stride68_footprint262140_raw.csv
68,524288,524280,7710,1000000,64,64000000,36.054788813,36.000000000,3.904910980,34.937500000,37.031250000,33.468750000,38.375000000,29.875000000,991.781250000,3816,12345,line_dense_knee2_stride68_footprint524280_raw.csv
72,65536,65520,910,1000000,64,64000000,14.620050219,14.593750000,1.846751504,14.500000000,14.687500000,14.375000000,14.781250000,13.812500000,491.906250000,9285,12345,line_dense_knee2_stride72_footprint65520_raw.csv
72,131072,131040,1820,1000000,64,64000000,14.687774063,14.625000000,2.033486747,14.531250000,14.718750000,14.468750000,14.906250000,13.812500000,520.968750000,36506,12345,line_dense_knee2_stride72_footprint131040_raw.csv
72,262144,262080,3640,1000000,64,64000000,22.312968406,22.218750000,2.847904293,21.187500000,23.281250000,19.843750000,24.875000000,16.343750000,507.593750000,6654,12345,line_dense_knee2_stride72_footprint262080_raw.csv
72,524288,524232,7281,1000000,64,64000000,35.258787250,35.250000000,3.414948978,34.281250000,36.125000000,32.875000000,37.343750000,29.531250000,515.656250000,4827,12345,line_dense_knee2_stride72_footprint524232_raw.csv
